id,author_name,title,related_works,type,publication_year,concepts
https://openalex.org/W2100837269,Ulrich K. Laemmli,Cleavage of Structural Proteins during the Assembly of the Head of Bacteriophage T4,https://openalex.org/W2016833250,journal-article,1970,Bacteriophage
https://openalex.org/W2100837269,Ulrich K. Laemmli,Cleavage of Structural Proteins during the Assembly of the Head of Bacteriophage T4,https://openalex.org/W2085157307,journal-article,1970,Bacteriophage
https://openalex.org/W2100837269,Ulrich K. Laemmli,Cleavage of Structural Proteins during the Assembly of the Head of Bacteriophage T4,https://openalex.org/W2949457366,journal-article,1970,Bacteriophage
https://openalex.org/W2100837269,Ulrich K. Laemmli,Cleavage of Structural Proteins during the Assembly of the Head of Bacteriophage T4,https://openalex.org/W2950306937,journal-article,1970,Bacteriophage
https://openalex.org/W2100837269,Ulrich K. Laemmli,Cleavage of Structural Proteins during the Assembly of the Head of Bacteriophage T4,https://openalex.org/W2120393042,journal-article,1970,Bacteriophage
https://openalex.org/W2100837269,Ulrich K. Laemmli,Cleavage of Structural Proteins during the Assembly of the Head of Bacteriophage T4,https://openalex.org/W2171277769,journal-article,1970,Bacteriophage
https://openalex.org/W4293247451,Marion M. Bradford,A rapid and sensitive method for the quantitation of microgram quantities of protein utilizing the principle of protein-dye binding,https://openalex.org/W2114671479,journal-article,1976,Microgram
https://openalex.org/W4293247451,Marion M. Bradford,A rapid and sensitive method for the quantitation of microgram quantities of protein utilizing the principle of protein-dye binding,https://openalex.org/W2064675882,journal-article,1976,Microgram
https://openalex.org/W4293247451,Marion M. Bradford,A rapid and sensitive method for the quantitation of microgram quantities of protein utilizing the principle of protein-dye binding,https://openalex.org/W2141642250,journal-article,1976,Microgram
https://openalex.org/W4293247451,Marion M. Bradford,A rapid and sensitive method for the quantitation of microgram quantities of protein utilizing the principle of protein-dye binding,https://openalex.org/W2000922645,journal-article,1976,Microgram
https://openalex.org/W4293247451,Marion M. Bradford,A rapid and sensitive method for the quantitation of microgram quantities of protein utilizing the principle of protein-dye binding,https://openalex.org/W1886744651,journal-article,1976,Microgram
https://openalex.org/W4293247451,Marion M. Bradford,A rapid and sensitive method for the quantitation of microgram quantities of protein utilizing the principle of protein-dye binding,https://openalex.org/W2101490123,journal-article,1976,Microgram
https://openalex.org/W4293247451,Marion M. Bradford,A rapid and sensitive method for the quantitation of microgram quantities of protein utilizing the principle of protein-dye binding,https://openalex.org/W1967325919,journal-article,1976,Microgram
https://openalex.org/W4293247451,Marion M. Bradford,A rapid and sensitive method for the quantitation of microgram quantities of protein utilizing the principle of protein-dye binding,https://openalex.org/W2396424196,journal-article,1976,Microgram
https://openalex.org/W4293247451,Marion M. Bradford,A rapid and sensitive method for the quantitation of microgram quantities of protein utilizing the principle of protein-dye binding,https://openalex.org/W2009485444,journal-article,1976,Microgram
https://openalex.org/W4293247451,Marion M. Bradford,A rapid and sensitive method for the quantitation of microgram quantities of protein utilizing the principle of protein-dye binding,https://openalex.org/W2402797162,journal-article,1976,Microgram
https://openalex.org/W1981368803,John P. Perdew,Generalized Gradient Approximation Made Simple,https://openalex.org/W2950119333,journal-article,1996,Simple (philosophy)
https://openalex.org/W1981368803,John P. Perdew,Generalized Gradient Approximation Made Simple,https://openalex.org/W2051860689,journal-article,1996,Simple (philosophy)
https://openalex.org/W1981368803,John P. Perdew,Generalized Gradient Approximation Made Simple,https://openalex.org/W2041281913,journal-article,1996,Simple (philosophy)
https://openalex.org/W1981368803,John P. Perdew,Generalized Gradient Approximation Made Simple,https://openalex.org/W2021031315,journal-article,1996,Simple (philosophy)
https://openalex.org/W1981368803,John P. Perdew,Generalized Gradient Approximation Made Simple,https://openalex.org/W2964064467,journal-article,1996,Simple (philosophy)
https://openalex.org/W1981368803,John P. Perdew,Generalized Gradient Approximation Made Simple,https://openalex.org/W3110971345,journal-article,1996,Simple (philosophy)
https://openalex.org/W1981368803,John P. Perdew,Generalized Gradient Approximation Made Simple,https://openalex.org/W1981368803,journal-article,1996,Simple (philosophy)
https://openalex.org/W2107277218,Kenneth J. Livak,Analysis of Relative Gene Expression Data Using Real-Time Quantitative PCR and the 2Ã¢ÂÂÃÂÃÂCT Method,https://openalex.org/W2169084696,journal-article,2001,Real-time polymerase chain reaction
https://openalex.org/W2107277218,Kenneth J. Livak,Analysis of Relative Gene Expression Data Using Real-Time Quantitative PCR and the 2Ã¢ÂÂÃÂÃÂCT Method,https://openalex.org/W2347770385,journal-article,2001,Real-time polymerase chain reaction
https://openalex.org/W2107277218,Kenneth J. Livak,Analysis of Relative Gene Expression Data Using Real-Time Quantitative PCR and the 2Ã¢ÂÂÃÂÃÂCT Method,https://openalex.org/W2003623685,journal-article,2001,Real-time polymerase chain reaction
https://openalex.org/W2107277218,Kenneth J. Livak,Analysis of Relative Gene Expression Data Using Real-Time Quantitative PCR and the 2Ã¢ÂÂÃÂÃÂCT Method,https://openalex.org/W2120393042,journal-article,2001,Real-time polymerase chain reaction
https://openalex.org/W2107277218,Kenneth J. Livak,Analysis of Relative Gene Expression Data Using Real-Time Quantitative PCR and the 2Ã¢ÂÂÃÂÃÂCT Method,https://openalex.org/W2019988726,journal-article,2001,Real-time polymerase chain reaction
https://openalex.org/W2107277218,Kenneth J. Livak,Analysis of Relative Gene Expression Data Using Real-Time Quantitative PCR and the 2Ã¢ÂÂÃÂÃÂCT Method,https://openalex.org/W2171277769,journal-article,2001,Real-time polymerase chain reaction
https://openalex.org/W2107277218,Kenneth J. Livak,Analysis of Relative Gene Expression Data Using Real-Time Quantitative PCR and the 2Ã¢ÂÂÃÂÃÂCT Method,https://openalex.org/W3033910563,journal-article,2001,Real-time polymerase chain reaction
https://openalex.org/W2107277218,Kenneth J. Livak,Analysis of Relative Gene Expression Data Using Real-Time Quantitative PCR and the 2Ã¢ÂÂÃÂÃÂCT Method,https://openalex.org/W2009966535,journal-article,2001,Real-time polymerase chain reaction
https://openalex.org/W2107277218,Kenneth J. Livak,Analysis of Relative Gene Expression Data Using Real-Time Quantitative PCR and the 2Ã¢ÂÂÃÂÃÂCT Method,https://openalex.org/W2088063203,journal-article,2001,Real-time polymerase chain reaction
https://openalex.org/W2194775991,Kaiming He,Deep Residual Learning for Image Recognition,https://openalex.org/W2733060750,proceedings-article,2016,Residual
https://openalex.org/W2194775991,Kaiming He,Deep Residual Learning for Image Recognition,https://openalex.org/W2005051400,proceedings-article,2016,Residual
https://openalex.org/W2194775991,Kaiming He,Deep Residual Learning for Image Recognition,https://openalex.org/W2773120646,proceedings-article,2016,Residual
https://openalex.org/W2194775991,Kaiming He,Deep Residual Learning for Image Recognition,https://openalex.org/W2972435282,proceedings-article,2016,Residual
https://openalex.org/W2194775991,Kaiming He,Deep Residual Learning for Image Recognition,https://openalex.org/W3099850646,proceedings-article,2016,Residual
https://openalex.org/W2194775991,Kaiming He,Deep Residual Learning for Image Recognition,https://openalex.org/W2743258233,proceedings-article,2016,Residual
https://openalex.org/W2194775991,Kaiming He,Deep Residual Learning for Image Recognition,https://openalex.org/W2518214538,proceedings-article,2016,Residual
https://openalex.org/W2194775991,Kaiming He,Deep Residual Learning for Image Recognition,https://openalex.org/W4245792239,proceedings-article,2016,Residual
https://openalex.org/W2194775991,Kaiming He,Deep Residual Learning for Image Recognition,https://openalex.org/W3178127657,proceedings-article,2016,Residual
https://openalex.org/W2194775991,Kaiming He,Deep Residual Learning for Image Recognition,https://openalex.org/W3108696707,proceedings-article,2016,Residual
https://openalex.org/W2143981217,Axel D. Becke,DensityÃ¢ÂÂfunctional thermochemistry. III. The role of exact exchange,https://openalex.org/W2148005022,journal-article,1993,Thermochemistry
https://openalex.org/W2143981217,Axel D. Becke,DensityÃ¢ÂÂfunctional thermochemistry. III. The role of exact exchange,https://openalex.org/W3212712705,journal-article,1993,Thermochemistry
https://openalex.org/W2143981217,Axel D. Becke,DensityÃ¢ÂÂfunctional thermochemistry. III. The role of exact exchange,https://openalex.org/W4237069268,journal-article,1993,Thermochemistry
https://openalex.org/W2143981217,Axel D. Becke,DensityÃ¢ÂÂfunctional thermochemistry. III. The role of exact exchange,https://openalex.org/W2027199927,journal-article,1993,Thermochemistry
https://openalex.org/W2143981217,Axel D. Becke,DensityÃ¢ÂÂfunctional thermochemistry. III. The role of exact exchange,https://openalex.org/W2054323581,journal-article,1993,Thermochemistry
https://openalex.org/W2143981217,Axel D. Becke,DensityÃ¢ÂÂfunctional thermochemistry. III. The role of exact exchange,https://openalex.org/W2034584537,journal-article,1993,Thermochemistry
https://openalex.org/W2143981217,Axel D. Becke,DensityÃ¢ÂÂfunctional thermochemistry. III. The role of exact exchange,https://openalex.org/W2045294965,journal-article,1993,Thermochemistry
https://openalex.org/W2143981217,Axel D. Becke,DensityÃ¢ÂÂfunctional thermochemistry. III. The role of exact exchange,https://openalex.org/W2097787923,journal-article,1993,Thermochemistry
https://openalex.org/W2143981217,Axel D. Becke,DensityÃ¢ÂÂfunctional thermochemistry. III. The role of exact exchange,https://openalex.org/W2122497506,journal-article,1993,Thermochemistry
https://openalex.org/W2143981217,Axel D. Becke,DensityÃ¢ÂÂfunctional thermochemistry. III. The role of exact exchange,https://openalex.org/W2132024351,journal-article,1993,Thermochemistry
https://openalex.org/W2128635872,Marion M. Bradford,A Rapid and Sensitive Method for the Quantitation of Microgram Quantities of Protein Utilizing the Principle of Protein-Dye Binding,https://openalex.org/W2114671479,journal-article,1976,Coomassie Brilliant Blue
https://openalex.org/W2128635872,Marion M. Bradford,A Rapid and Sensitive Method for the Quantitation of Microgram Quantities of Protein Utilizing the Principle of Protein-Dye Binding,https://openalex.org/W2064675882,journal-article,1976,Coomassie Brilliant Blue
https://openalex.org/W2128635872,Marion M. Bradford,A Rapid and Sensitive Method for the Quantitation of Microgram Quantities of Protein Utilizing the Principle of Protein-Dye Binding,https://openalex.org/W2141642250,journal-article,1976,Coomassie Brilliant Blue
https://openalex.org/W2128635872,Marion M. Bradford,A Rapid and Sensitive Method for the Quantitation of Microgram Quantities of Protein Utilizing the Principle of Protein-Dye Binding,https://openalex.org/W1886744651,journal-article,1976,Coomassie Brilliant Blue
https://openalex.org/W2128635872,Marion M. Bradford,A Rapid and Sensitive Method for the Quantitation of Microgram Quantities of Protein Utilizing the Principle of Protein-Dye Binding,https://openalex.org/W2418385442,journal-article,1976,Coomassie Brilliant Blue
https://openalex.org/W2128635872,Marion M. Bradford,A Rapid and Sensitive Method for the Quantitation of Microgram Quantities of Protein Utilizing the Principle of Protein-Dye Binding,https://openalex.org/W2101490123,journal-article,1976,Coomassie Brilliant Blue
https://openalex.org/W2128635872,Marion M. Bradford,A Rapid and Sensitive Method for the Quantitation of Microgram Quantities of Protein Utilizing the Principle of Protein-Dye Binding,https://openalex.org/W1964936050,journal-article,1976,Coomassie Brilliant Blue
https://openalex.org/W2128635872,Marion M. Bradford,A Rapid and Sensitive Method for the Quantitation of Microgram Quantities of Protein Utilizing the Principle of Protein-Dye Binding,https://openalex.org/W2056316372,journal-article,1976,Coomassie Brilliant Blue
https://openalex.org/W2128635872,Marion M. Bradford,A Rapid and Sensitive Method for the Quantitation of Microgram Quantities of Protein Utilizing the Principle of Protein-Dye Binding,https://openalex.org/W2079293508,journal-article,1976,Coomassie Brilliant Blue
https://openalex.org/W2128635872,Marion M. Bradford,A Rapid and Sensitive Method for the Quantitation of Microgram Quantities of Protein Utilizing the Principle of Protein-Dye Binding,https://openalex.org/W2402797162,journal-article,1976,Coomassie Brilliant Blue
https://openalex.org/W1979290264,Virginia Braun,Using thematic analysis in psychology,https://openalex.org/W2769940437,journal-article,2006,Thematic analysis
https://openalex.org/W1979290264,Virginia Braun,Using thematic analysis in psychology,https://openalex.org/W2166481065,journal-article,2006,Thematic analysis
https://openalex.org/W1979290264,Virginia Braun,Using thematic analysis in psychology,https://openalex.org/W2748952813,journal-article,2006,Thematic analysis
https://openalex.org/W1979290264,Virginia Braun,Using thematic analysis in psychology,https://openalex.org/W3196787553,journal-article,2006,Thematic analysis
https://openalex.org/W1979290264,Virginia Braun,Using thematic analysis in psychology,https://openalex.org/W4288061387,journal-article,2006,Thematic analysis
https://openalex.org/W1979290264,Virginia Braun,Using thematic analysis in psychology,https://openalex.org/W1988185375,journal-article,2006,Thematic analysis
https://openalex.org/W1979290264,Virginia Braun,Using thematic analysis in psychology,https://openalex.org/W2110468609,journal-article,2006,Thematic analysis
https://openalex.org/W1979290264,Virginia Braun,Using thematic analysis in psychology,https://openalex.org/W2899084033,journal-article,2006,Thematic analysis
https://openalex.org/W1979290264,Virginia Braun,Using thematic analysis in psychology,https://openalex.org/W1975430480,journal-article,2006,Thematic analysis
https://openalex.org/W1979290264,Virginia Braun,Using thematic analysis in psychology,https://openalex.org/W2809777561,journal-article,2006,Thematic analysis
https://openalex.org/W2023271753,Chengteh Lee,Development of the Colle-Salvetti correlation-energy formula into a functional of the electron density,https://openalex.org/W2011020689,journal-article,1988,Physics
https://openalex.org/W2023271753,Chengteh Lee,Development of the Colle-Salvetti correlation-energy formula into a functional of the electron density,https://openalex.org/W1972975647,journal-article,1988,Physics
https://openalex.org/W2023271753,Chengteh Lee,Development of the Colle-Salvetti correlation-energy formula into a functional of the electron density,https://openalex.org/W2132086913,journal-article,1988,Physics
https://openalex.org/W2023271753,Chengteh Lee,Development of the Colle-Salvetti correlation-energy formula into a functional of the electron density,https://openalex.org/W2889997997,journal-article,1988,Physics
https://openalex.org/W2023271753,Chengteh Lee,Development of the Colle-Salvetti correlation-energy formula into a functional of the electron density,https://openalex.org/W2016104246,journal-article,1988,Physics
https://openalex.org/W2023271753,Chengteh Lee,Development of the Colle-Salvetti correlation-energy formula into a functional of the electron density,https://openalex.org/W2082591874,journal-article,1988,Physics
https://openalex.org/W2023271753,Chengteh Lee,Development of the Colle-Salvetti correlation-energy formula into a functional of the electron density,https://openalex.org/W2086287029,journal-article,1988,Physics
https://openalex.org/W2023271753,Chengteh Lee,Development of the Colle-Salvetti correlation-energy formula into a functional of the electron density,https://openalex.org/W2119472354,journal-article,1988,Physics
https://openalex.org/W2023271753,Chengteh Lee,Development of the Colle-Salvetti correlation-energy formula into a functional of the electron density,https://openalex.org/W2127130427,journal-article,1988,Physics
https://openalex.org/W2023271753,Chengteh Lee,Development of the Colle-Salvetti correlation-energy formula into a functional of the electron density,https://openalex.org/W2078200235,journal-article,1988,Physics
https://openalex.org/W2131350133,George M. Sheldrick,A short history of<i>SHELX</i>,https://openalex.org/W2366230866,journal-article,2008,Phaser
https://openalex.org/W2131350133,George M. Sheldrick,A short history of<i>SHELX</i>,https://openalex.org/W3147264754,journal-article,2008,Phaser
https://openalex.org/W2131350133,George M. Sheldrick,A short history of<i>SHELX</i>,https://openalex.org/W2390158879,journal-article,2008,Phaser
https://openalex.org/W2131350133,George M. Sheldrick,A short history of<i>SHELX</i>,https://openalex.org/W2348049494,journal-article,2008,Phaser
https://openalex.org/W2131350133,George M. Sheldrick,A short history of<i>SHELX</i>,https://openalex.org/W1992987618,journal-article,2008,Phaser
https://openalex.org/W2131350133,George M. Sheldrick,A short history of<i>SHELX</i>,https://openalex.org/W2372895414,journal-article,2008,Phaser
https://openalex.org/W2131350133,George M. Sheldrick,A short history of<i>SHELX</i>,https://openalex.org/W2357906747,journal-article,2008,Phaser
https://openalex.org/W2131350133,George M. Sheldrick,A short history of<i>SHELX</i>,https://openalex.org/W2013593156,journal-article,2008,Phaser
https://openalex.org/W2131350133,George M. Sheldrick,A short history of<i>SHELX</i>,https://openalex.org/W2374821978,journal-article,2008,Phaser
https://openalex.org/W2131350133,George M. Sheldrick,A short history of<i>SHELX</i>,https://openalex.org/W2381929017,journal-article,2008,Phaser
https://openalex.org/W2083222334,Georg Kresse,Efficient iterative schemes for<i>ab initio</i>total-energy calculations using a plane-wave basis set,https://openalex.org/W2078823043,journal-article,1996,Scaling
https://openalex.org/W2083222334,Georg Kresse,Efficient iterative schemes for<i>ab initio</i>total-energy calculations using a plane-wave basis set,https://openalex.org/W2088770505,journal-article,1996,Scaling
https://openalex.org/W2083222334,Georg Kresse,Efficient iterative schemes for<i>ab initio</i>total-energy calculations using a plane-wave basis set,https://openalex.org/W2020199293,journal-article,1996,Scaling
https://openalex.org/W2083222334,Georg Kresse,Efficient iterative schemes for<i>ab initio</i>total-energy calculations using a plane-wave basis set,https://openalex.org/W2904436994,journal-article,1996,Scaling
https://openalex.org/W2083222334,Georg Kresse,Efficient iterative schemes for<i>ab initio</i>total-energy calculations using a plane-wave basis set,https://openalex.org/W2028198124,journal-article,1996,Scaling
https://openalex.org/W2083222334,Georg Kresse,Efficient iterative schemes for<i>ab initio</i>total-energy calculations using a plane-wave basis set,https://openalex.org/W2964064467,journal-article,1996,Scaling
https://openalex.org/W2083222334,Georg Kresse,Efficient iterative schemes for<i>ab initio</i>total-energy calculations using a plane-wave basis set,https://openalex.org/W1982695173,journal-article,1996,Scaling
https://openalex.org/W2083222334,Georg Kresse,Efficient iterative schemes for<i>ab initio</i>total-energy calculations using a plane-wave basis set,https://openalex.org/W1994530151,journal-article,1996,Scaling
https://openalex.org/W2083222334,Georg Kresse,Efficient iterative schemes for<i>ab initio</i>total-energy calculations using a plane-wave basis set,https://openalex.org/W1969132360,journal-article,1996,Scaling
https://openalex.org/W2083222334,Georg Kresse,Efficient iterative schemes for<i>ab initio</i>total-energy calculations using a plane-wave basis set,https://openalex.org/W2024054633,journal-article,1996,Scaling
https://openalex.org/W1847168837,Marshal F. Folstein,Ã¢ÂÂMini-mental stateÃ¢ÂÂ,https://openalex.org/W2789488587,journal-article,1975,Psychology
https://openalex.org/W1847168837,Marshal F. Folstein,Ã¢ÂÂMini-mental stateÃ¢ÂÂ,https://openalex.org/W2748952813,journal-article,1975,Psychology
https://openalex.org/W1847168837,Marshal F. Folstein,Ã¢ÂÂMini-mental stateÃ¢ÂÂ,https://openalex.org/W2067108088,journal-article,1975,Psychology
https://openalex.org/W1847168837,Marshal F. Folstein,Ã¢ÂÂMini-mental stateÃ¢ÂÂ,https://openalex.org/W1710126152,journal-article,1975,Psychology
https://openalex.org/W1847168837,Marshal F. Folstein,Ã¢ÂÂMini-mental stateÃ¢ÂÂ,https://openalex.org/W2138503431,journal-article,1975,Psychology
https://openalex.org/W1847168837,Marshal F. Folstein,Ã¢ÂÂMini-mental stateÃ¢ÂÂ,https://openalex.org/W2039952445,journal-article,1975,Psychology
https://openalex.org/W1847168837,Marshal F. Folstein,Ã¢ÂÂMini-mental stateÃ¢ÂÂ,https://openalex.org/W2077865380,journal-article,1975,Psychology
https://openalex.org/W1847168837,Marshal F. Folstein,Ã¢ÂÂMini-mental stateÃ¢ÂÂ,https://openalex.org/W2899084033,journal-article,1975,Psychology
https://openalex.org/W1847168837,Marshal F. Folstein,Ã¢ÂÂMini-mental stateÃ¢ÂÂ,https://openalex.org/W2765597752,journal-article,1975,Psychology
https://openalex.org/W1847168837,Marshal F. Folstein,Ã¢ÂÂMini-mental stateÃ¢ÂÂ,https://openalex.org/W3049356719,journal-article,1975,Psychology
https://openalex.org/W2055043387,Stephen F. Altschul,Basic local alignment search tool,https://openalex.org/W2130740364,journal-article,1990,Alignment-free sequence analysis
https://openalex.org/W2055043387,Stephen F. Altschul,Basic local alignment search tool,https://openalex.org/W3183986862,journal-article,1990,Alignment-free sequence analysis
https://openalex.org/W2055043387,Stephen F. Altschul,Basic local alignment search tool,https://openalex.org/W3000366369,journal-article,1990,Alignment-free sequence analysis
https://openalex.org/W2055043387,Stephen F. Altschul,Basic local alignment search tool,https://openalex.org/W3004128940,journal-article,1990,Alignment-free sequence analysis
https://openalex.org/W2055043387,Stephen F. Altschul,Basic local alignment search tool,https://openalex.org/W2295731408,journal-article,1990,Alignment-free sequence analysis
https://openalex.org/W2055043387,Stephen F. Altschul,Basic local alignment search tool,https://openalex.org/W2111953528,journal-article,1990,Alignment-free sequence analysis
https://openalex.org/W2055043387,Stephen F. Altschul,Basic local alignment search tool,https://openalex.org/W2260860781,journal-article,1990,Alignment-free sequence analysis
https://openalex.org/W2055043387,Stephen F. Altschul,Basic local alignment search tool,https://openalex.org/W1972247471,journal-article,1990,Alignment-free sequence analysis
https://openalex.org/W2055043387,Stephen F. Altschul,Basic local alignment search tool,https://openalex.org/W3210186669,journal-article,1990,Alignment-free sequence analysis
https://openalex.org/W2911964244,Leo Breiman,,https://openalex.org/W2382290278,journal-article,2001,Computer science
https://openalex.org/W2911964244,Leo Breiman,,https://openalex.org/W2376932109,journal-article,2001,Computer science
https://openalex.org/W2911964244,Leo Breiman,,https://openalex.org/W2350741829,journal-article,2001,Computer science
https://openalex.org/W2911964244,Leo Breiman,,https://openalex.org/W2748952813,journal-article,2001,Computer science
https://openalex.org/W2911964244,Leo Breiman,,https://openalex.org/W2390279801,journal-article,2001,Computer science
https://openalex.org/W2911964244,Leo Breiman,,https://openalex.org/W2049775471,journal-article,2001,Computer science
https://openalex.org/W2911964244,Leo Breiman,,https://openalex.org/W2899084033,journal-article,2001,Computer science
https://openalex.org/W2911964244,Leo Breiman,,https://openalex.org/W2358668433,journal-article,2001,Computer science
https://openalex.org/W2911964244,Leo Breiman,,https://openalex.org/W2093578348,journal-article,2001,Computer science
https://openalex.org/W2911964244,Leo Breiman,,https://openalex.org/W3004735627,journal-article,2001,Computer science
https://openalex.org/W2071666535,Li-tze Hu,Cutoff criteria for fit indexes in covariance structure analysis: Conventional criteria versus new alternatives,https://openalex.org/W2186095101,journal-article,1999,Cutoff
https://openalex.org/W2071666535,Li-tze Hu,Cutoff criteria for fit indexes in covariance structure analysis: Conventional criteria versus new alternatives,https://openalex.org/W1978425987,journal-article,1999,Cutoff
https://openalex.org/W2071666535,Li-tze Hu,Cutoff criteria for fit indexes in covariance structure analysis: Conventional criteria versus new alternatives,https://openalex.org/W4282943633,journal-article,1999,Cutoff
https://openalex.org/W2071666535,Li-tze Hu,Cutoff criteria for fit indexes in covariance structure analysis: Conventional criteria versus new alternatives,https://openalex.org/W2053970827,journal-article,1999,Cutoff
https://openalex.org/W2071666535,Li-tze Hu,Cutoff criteria for fit indexes in covariance structure analysis: Conventional criteria versus new alternatives,https://openalex.org/W2052172806,journal-article,1999,Cutoff
https://openalex.org/W2071666535,Li-tze Hu,Cutoff criteria for fit indexes in covariance structure analysis: Conventional criteria versus new alternatives,https://openalex.org/W2049955931,journal-article,1999,Cutoff
https://openalex.org/W2071666535,Li-tze Hu,Cutoff criteria for fit indexes in covariance structure analysis: Conventional criteria versus new alternatives,https://openalex.org/W2034726400,journal-article,1999,Cutoff
https://openalex.org/W2158714788,Stephen F. Altschul,Gapped BLAST and PSI-BLAST: a new generation of protein database search programs,https://openalex.org/W1684837780,journal-article,1997,Iterated function
https://openalex.org/W2158714788,Stephen F. Altschul,Gapped BLAST and PSI-BLAST: a new generation of protein database search programs,https://openalex.org/W2950134037,journal-article,1997,Iterated function
https://openalex.org/W2158714788,Stephen F. Altschul,Gapped BLAST and PSI-BLAST: a new generation of protein database search programs,https://openalex.org/W2101740100,journal-article,1997,Iterated function
https://openalex.org/W2158714788,Stephen F. Altschul,Gapped BLAST and PSI-BLAST: a new generation of protein database search programs,https://openalex.org/W2883727091,journal-article,1997,Iterated function
https://openalex.org/W2158714788,Stephen F. Altschul,Gapped BLAST and PSI-BLAST: a new generation of protein database search programs,https://openalex.org/W2106241755,journal-article,1997,Iterated function
https://openalex.org/W2158714788,Stephen F. Altschul,Gapped BLAST and PSI-BLAST: a new generation of protein database search programs,https://openalex.org/W2088134950,journal-article,1997,Iterated function
https://openalex.org/W2158714788,Stephen F. Altschul,Gapped BLAST and PSI-BLAST: a new generation of protein database search programs,https://openalex.org/W2012198878,journal-article,1997,Iterated function
https://openalex.org/W2158714788,Stephen F. Altschul,Gapped BLAST and PSI-BLAST: a new generation of protein database search programs,https://openalex.org/W2047986527,journal-article,1997,Iterated function
https://openalex.org/W2158714788,Stephen F. Altschul,Gapped BLAST and PSI-BLAST: a new generation of protein database search programs,https://openalex.org/W2015125370,journal-article,1997,Iterated function
https://openalex.org/W2138270253,Frederick Sanger,DNA sequencing with chain-terminating inhibitors,https://openalex.org/W1996781975,journal-article,1977,DNA
https://openalex.org/W2138270253,Frederick Sanger,DNA sequencing with chain-terminating inhibitors,https://openalex.org/W2345229099,journal-article,1977,DNA
https://openalex.org/W2138270253,Frederick Sanger,DNA sequencing with chain-terminating inhibitors,https://openalex.org/W2419346896,journal-article,1977,DNA
https://openalex.org/W2138270253,Frederick Sanger,DNA sequencing with chain-terminating inhibitors,https://openalex.org/W2479578903,journal-article,1977,DNA
https://openalex.org/W2138270253,Frederick Sanger,DNA sequencing with chain-terminating inhibitors,https://openalex.org/W3120472233,journal-article,1977,DNA
https://openalex.org/W2138270253,Frederick Sanger,DNA sequencing with chain-terminating inhibitors,https://openalex.org/W2433808512,journal-article,1977,DNA
https://openalex.org/W2138270253,Frederick Sanger,DNA sequencing with chain-terminating inhibitors,https://openalex.org/W1967233808,journal-article,1977,DNA
https://openalex.org/W2138270253,Frederick Sanger,DNA sequencing with chain-terminating inhibitors,https://openalex.org/W1517155566,journal-article,1977,DNA
https://openalex.org/W2138270253,Frederick Sanger,DNA sequencing with chain-terminating inhibitors,https://openalex.org/W2390350460,journal-article,1977,DNA
